recipe_id,canonical_product_id,quantity,unit,notes
raita,PROD_yoghurt,0.3,kg,
raita,PROD_tomato,1,pcs,diced
raita,PROD_cumin,0.5,tsp,roasted ground
raita,PROD_salt,0.5,tsp,
chapati,PROD_plain_flour,0.3,kg,wholemeal preferred
chapati,PROD_salt,0.5,tsp,
chapati,PROD_vegetable_oil,1,tbsp,
egg_curry,PROD_eggs,6,pcs,hard-boiled
egg_curry,PROD_brown_onion,2,pcs,diced
egg_curry,PROD_tomato,2,pcs,pureed
egg_curry,PROD_garlic,3,cloves,
egg_curry,PROD_ginger,2,cm,
egg_curry,PROD_turmeric,0.5,tsp,
egg_curry,PROD_cumin,1,tsp,
egg_curry,PROD_coriander_ground,1,tsp,
egg_curry,PROD_vegetable_oil,2,tbsp,
butter_chicken_murgh_makhani,PROD_chicken_thigh,0.5,kg,
butter_chicken_murgh_makhani,PROD_yoghurt,0.15,kg,for marinade
butter_chicken_murgh_makhani,PROD_canned_tomatoes,0.4,kg,
butter_chicken_murgh_makhani,PROD_butter,0.05,kg,
butter_chicken_murgh_makhani,PROD_cream,0.1,L,
butter_chicken_murgh_makhani,PROD_garlic,4,cloves,
butter_chicken_murgh_makhani,PROD_ginger,2,cm,
butter_chicken_murgh_makhani,PROD_cumin,1,tsp,
butter_chicken_murgh_makhani,PROD_turmeric,0.5,tsp,
butter_chicken_murgh_makhani,PROD_paprika,1,tsp,
chana_masala,PROD_canned_tomatoes,0.4,kg,sub base for chickpeas
chana_masala,PROD_brown_onion,2,pcs,diced
chana_masala,PROD_garlic,3,cloves,
chana_masala,PROD_ginger,2,cm,
chana_masala,PROD_cumin,1,tsp,
chana_masala,PROD_coriander_ground,1,tsp,
chana_masala,PROD_turmeric,0.5,tsp,
chana_masala,PROD_vegetable_oil,2,tbsp,
palak_paneer,PROD_spinach,0.4,kg,
palak_paneer,PROD_firm_tofu,0.3,kg,sub for paneer
palak_paneer,PROD_brown_onion,1,pcs,
palak_paneer,PROD_garlic,3,cloves,
palak_paneer,PROD_ginger,2,cm,
palak_paneer,PROD_cream,0.05,L,
palak_paneer,PROD_cumin,1,tsp,
palak_paneer,PROD_turmeric,0.5,tsp,
palak_paneer,PROD_vegetable_oil,2,tbsp,
naan_bread,PROD_plain_flour,0.4,kg,
naan_bread,PROD_yoghurt,0.1,kg,
naan_bread,PROD_butter,0.03,kg,
naan_bread,PROD_white_sugar,1,tsp,
naan_bread,PROD_salt,1,tsp,
tandoori_chicken,PROD_chicken_thigh,0.6,kg,
tandoori_chicken,PROD_yoghurt,0.2,kg,for marinade
tandoori_chicken,PROD_garlic,3,cloves,
tandoori_chicken,PROD_ginger,2,cm,
tandoori_chicken,PROD_cumin,1,tsp,
tandoori_chicken,PROD_paprika,2,tsp,
tandoori_chicken,PROD_turmeric,0.5,tsp,
tandoori_chicken,PROD_lemon,1,pcs,juiced
tandoori_chicken,PROD_vegetable_oil,1,tbsp,
lamb_rogan_josh,PROD_lamb_mince,0.5,kg,or lamb shoulder
lamb_rogan_josh,PROD_brown_onion,2,pcs,diced
lamb_rogan_josh,PROD_canned_tomatoes,0.3,kg,
lamb_rogan_josh,PROD_yoghurt,0.15,kg,
lamb_rogan_josh,PROD_garlic,4,cloves,
lamb_rogan_josh,PROD_ginger,3,cm,
lamb_rogan_josh,PROD_cumin,1,tsp,
lamb_rogan_josh,PROD_paprika,2,tsp,kashmiri chilli sub
lamb_rogan_josh,PROD_coriander_ground,1,tsp,
lamb_rogan_josh,PROD_vegetable_oil,3,tbsp,
hyderabadi_biryani,PROD_basmati_rice,0.4,kg,
hyderabadi_biryani,PROD_chicken_thigh,0.5,kg,
hyderabadi_biryani,PROD_yoghurt,0.15,kg,
hyderabadi_biryani,PROD_brown_onion,3,pcs,sliced
hyderabadi_biryani,PROD_garlic,4,cloves,
hyderabadi_biryani,PROD_ginger,3,cm,
hyderabadi_biryani,PROD_cumin,1,tsp,
hyderabadi_biryani,PROD_turmeric,0.5,tsp,
hyderabadi_biryani,PROD_butter,0.04,kg,ghee
hyderabadi_biryani,PROD_milk,0.05,L,for saffron infusion
dosa_with_sambar,PROD_white_rice,0.2,kg,soaked
dosa_with_sambar,PROD_brown_onion,1,pcs,
dosa_with_sambar,PROD_tomato,2,pcs,
dosa_with_sambar,PROD_turmeric,0.5,tsp,
dosa_with_sambar,PROD_cumin,1,tsp,
dosa_with_sambar,PROD_curry_powder,1,tbsp,
dosa_with_sambar,PROD_vegetable_oil,2,tbsp,
chole_bhature,PROD_canned_tomatoes,0.4,kg,sub for chickpeas
chole_bhature,PROD_plain_flour,0.3,kg,for bhature
chole_bhature,PROD_yoghurt,0.05,kg,for dough
chole_bhature,PROD_brown_onion,2,pcs,
chole_bhature,PROD_garlic,3,cloves,
chole_bhature,PROD_ginger,2,cm,
chole_bhature,PROD_cumin,1,tsp,
chole_bhature,PROD_coriander_ground,1,tsp,
chole_bhature,PROD_vegetable_oil,0.5,L,for frying
fish_moilee_kerala_fish_curry,PROD_salmon_fillet,0.4,kg,or white fish
fish_moilee_kerala_fish_curry,PROD_coconut_milk,0.4,L,
fish_moilee_kerala_fish_curry,PROD_brown_onion,1,pcs,sliced
fish_moilee_kerala_fish_curry,PROD_garlic,3,cloves,
fish_moilee_kerala_fish_curry,PROD_ginger,2,cm,
fish_moilee_kerala_fish_curry,PROD_turmeric,0.5,tsp,
fish_moilee_kerala_fish_curry,PROD_chilli,2,pcs,green
fish_moilee_kerala_fish_curry,PROD_curry_powder,1,tsp,
fish_moilee_kerala_fish_curry,PROD_coconut_oil,2,tbsp,
garam_masala_from_scratch,PROD_cumin,2,tbsp,whole seeds
garam_masala_from_scratch,PROD_coriander_ground,2,tbsp,whole seeds preferred
garam_masala_from_scratch,PROD_pepper,1,tbsp,whole peppercorns
lamb_nihari,PROD_lamb_mince,0.6,kg,or lamb shanks
lamb_nihari,PROD_brown_onion,3,pcs,sliced
lamb_nihari,PROD_garlic,5,cloves,
lamb_nihari,PROD_ginger,4,cm,
lamb_nihari,PROD_plain_flour,0.03,kg,for thickening
lamb_nihari,PROD_cumin,1,tsp,
lamb_nihari,PROD_turmeric,0.5,tsp,
lamb_nihari,PROD_paprika,2,tsp,
lamb_nihari,PROD_coriander_ground,1,tsp,
lamb_nihari,PROD_vegetable_oil,3,tbsp,
french_omelette,PROD_eggs,3,pcs,
french_omelette,PROD_butter,0.02,kg,
french_omelette,PROD_salt,0.5,tsp,
french_omelette,PROD_pepper,0.25,tsp,
vinaigrette,PROD_olive_oil,4,tbsp,
vinaigrette,PROD_lemon,1,pcs,or vinegar
vinaigrette,PROD_salt,0.5,tsp,
vinaigrette,PROD_pepper,0.25,tsp,
croque_monsieur,PROD_bread,0.2,kg,white sliced
croque_monsieur,PROD_cheddar_cheese,0.15,kg,gruyere sub
croque_monsieur,PROD_butter,0.03,kg,
croque_monsieur,PROD_plain_flour,0.02,kg,for bechamel
croque_monsieur,PROD_milk,0.15,L,for bechamel
french_onion_soup,PROD_brown_onion,4,pcs,sliced
french_onion_soup,PROD_butter,0.04,kg,
french_onion_soup,PROD_chicken_stock,1,L,beef stock preferred
french_onion_soup,PROD_bread,0.1,kg,for croutons
french_onion_soup,PROD_cheddar_cheese,0.1,kg,gruyere sub
french_onion_soup,PROD_plain_flour,1,tbsp,
salade_nicoise,PROD_eggs,4,pcs,hard-boiled
salade_nicoise,PROD_potato,2,pcs,boiled
salade_nicoise,PROD_tomato,2,pcs,quartered
salade_nicoise,PROD_olive_oil,3,tbsp,
salade_nicoise,PROD_lemon,1,pcs,for dressing
salade_nicoise,PROD_salt,0.5,tsp,
panfried_sole_meuniere,PROD_salmon_fillet,0.4,kg,sub for sole
panfried_sole_meuniere,PROD_butter,0.05,kg,
panfried_sole_meuniere,PROD_plain_flour,0.03,kg,for dredging
panfried_sole_meuniere,PROD_lemon,1,pcs,
panfried_sole_meuniere,PROD_salt,0.5,tsp,
coq_au_vin,PROD_chicken_thigh,0.6,kg,
coq_au_vin,PROD_mushrooms,0.2,kg,
coq_au_vin,PROD_carrot,2,pcs,
coq_au_vin,PROD_brown_onion,1,pcs,
coq_au_vin,PROD_garlic,3,cloves,
coq_au_vin,PROD_chicken_stock,0.3,L,
coq_au_vin,PROD_butter,0.03,kg,
coq_au_vin,PROD_plain_flour,0.02,kg,
coq_au_vin,PROD_tomato_paste,1,tbsp,
bechamel_sauce,PROD_butter,0.04,kg,
bechamel_sauce,PROD_plain_flour,0.04,kg,
bechamel_sauce,PROD_milk,0.5,L,
bechamel_sauce,PROD_salt,0.5,tsp,
bechamel_sauce,PROD_pepper,0.25,tsp,
quiche_lorraine,PROD_plain_flour,0.2,kg,for pastry
quiche_lorraine,PROD_butter,0.1,kg,"cold, for pastry"
quiche_lorraine,PROD_eggs,4,pcs,
quiche_lorraine,PROD_cream,0.2,L,
quiche_lorraine,PROD_cheddar_cheese,0.1,kg,gruyere sub
ratatouille,PROD_zucchini,2,pcs,sliced
ratatouille,PROD_red_capsicum,1,pcs,diced
ratatouille,PROD_tomato,3,pcs,sliced
ratatouille,PROD_brown_onion,1,pcs,diced
ratatouille,PROD_garlic,3,cloves,
ratatouille,PROD_olive_oil,3,tbsp,
ratatouille,PROD_salt,0.5,tsp,
steak_frites_with_bearnaise,PROD_beef_mince,0.5,kg,sub for steak
steak_frites_with_bearnaise,PROD_potato,4,pcs,for frites
steak_frites_with_bearnaise,PROD_butter,0.1,kg,for bearnaise
steak_frites_with_bearnaise,PROD_eggs,3,pcs,yolks for bearnaise
steak_frites_with_bearnaise,PROD_lemon,1,pcs,or vinegar
steak_frites_with_bearnaise,PROD_vegetable_oil,0.5,L,for frying
steak_frites_with_bearnaise,PROD_salt,1,tsp,
chicken_fricassee,PROD_chicken_thigh,0.6,kg,
chicken_fricassee,PROD_mushrooms,0.2,kg,
chicken_fricassee,PROD_carrot,1,pcs,
chicken_fricassee,PROD_brown_onion,1,pcs,
chicken_fricassee,PROD_cream,0.15,L,
chicken_fricassee,PROD_chicken_stock,0.3,L,
chicken_fricassee,PROD_butter,0.03,kg,
chicken_fricassee,PROD_plain_flour,0.02,kg,
beef_bourguignon,PROD_beef_mince,0.8,kg,or stewing beef
beef_bourguignon,PROD_carrot,2,pcs,
beef_bourguignon,PROD_brown_onion,2,pcs,
beef_bourguignon,PROD_mushrooms,0.2,kg,
beef_bourguignon,PROD_garlic,3,cloves,
beef_bourguignon,PROD_tomato_paste,2,tbsp,
beef_bourguignon,PROD_chicken_stock,0.5,L,
beef_bourguignon,PROD_butter,0.03,kg,
beef_bourguignon,PROD_plain_flour,0.02,kg,
souffle_cheese,PROD_eggs,4,pcs,separated
souffle_cheese,PROD_cheddar_cheese,0.15,kg,grated
souffle_cheese,PROD_butter,0.04,kg,
souffle_cheese,PROD_plain_flour,0.03,kg,
souffle_cheese,PROD_milk,0.2,L,
duck_confit,PROD_chicken_thigh,0.8,kg,sub for duck legs
duck_confit,PROD_salt,2,tbsp,for curing
duck_confit,PROD_garlic,4,cloves,
duck_confit,PROD_pepper,1,tsp,
duck_confit,PROD_vegetable_oil,0.5,L,sub for duck fat
bouillabaisse,PROD_salmon_fillet,0.3,kg,
bouillabaisse,PROD_prawns,0.2,kg,
bouillabaisse,PROD_tomato,3,pcs,
bouillabaisse,PROD_brown_onion,1,pcs,
bouillabaisse,PROD_garlic,4,cloves,
bouillabaisse,PROD_chicken_stock,0.75,L,fish stock preferred
bouillabaisse,PROD_olive_oil,3,tbsp,
bouillabaisse,PROD_lemon,1,pcs,
tarte_tatin,PROD_apple,6,pcs,"peeled, halved"
tarte_tatin,PROD_butter,0.08,kg,
tarte_tatin,PROD_white_sugar,0.1,kg,for caramel
tarte_tatin,PROD_plain_flour,0.2,kg,for pastry
creme_brulee,PROD_eggs,4,pcs,yolks only
creme_brulee,PROD_cream,0.4,L,
creme_brulee,PROD_white_sugar,0.08,kg,
